uid,pid,hid,seq,hzone,ozone,dzone,purp,mode,tst,tet,freq
4659,census_2329,census_2329,1,Croydon,"Westminster,City of London",Croydon,work,pt,1082,1103,1000
4660,census_2330,census_2330,0,Haringey,Haringey,Islington,work,pt,515,532,1000
4661,census_2330,census_2330,1,Haringey,Islington,Haringey,work,pt,965,982,1000
4662,census_2331,census_2331,0,Newham,Newham,Tower Hamlets,work,car,466,469,1000
4663,census_2331,census_2331,1,Newham,Tower Hamlets,Newham,work,car,903,906,1000
4664,census_2332,census_2332,0,Bexley,Bexley,Bromley,education,pt,562,579,1000
4665,census_2332,census_2332,1,Bexley,Bromley,Bexley,education,pt,1036,1053,1000
4666,census_2333,census_2333,0,Croydon,Croydon,Croydon,work,car,447,450,1000
4667,census_2333,census_2333,1,Croydon,Croydon,Croydon,work,car,975,978,1000
4668,census_2334,census_2334,0,Tower Hamlets,Tower Hamlets,Tower Hamlets,work,car,518,523,1000
4669,census_2334,census_2334,1,Tower Hamlets,Tower Hamlets,Tower Hamlets,work,car,1061,1066,1000
4670,census_2335,census_2335,0,Tower Hamlets,Tower Hamlets,Newham,work,pt,493,510,1000
4671,census_2335,census_2335,1,Tower Hamlets,Newham,Tower Hamlets,work,pt,1038,1055,1000
4672,census_2336,census_2336,0,Ealing,Ealing,Hounslow,work,pt,435,450,1000
4673,census_2336,census_2336,1,Ealing,Hounslow,Ealing,work,pt,898,913,1000
4674,census_2337,census_2337,0,Waltham Forest,Waltham Forest,"Westminster,City of London",education,pt,489,522,1000
4675,census_2337,census_2337,1,Waltham Forest,"Westminster,City of London",Waltham Forest,education,pt,985,1018,1000
4676,census_2338,census_2338,0,Barnet,Barnet,"Westminster,City of London",work,pt,509,532,1000
4677,census_2338,census_2338,1,Barnet,"Westminster,City of London",Barnet,work,pt,967,990,1000
4678,census_2339,census_2339,0,Hammersmith and Fulham,Hammersmith and Fulham,Ealing,work,pt,465,488,1000
4679,census_2339,census_2339,1,Hammersmith and Fulham,Ealing,Hammersmith and Fulham,work,pt,1061,1084,1000
4680,census_2340,census_2340,0,Havering,Havering,Havering,work,pt,467,474,1000
4681,census_2340,census_2340,1,Havering,Havering,Havering,work,pt,978,985,1000
4682,census_2341,census_2341,0,Kingston upon Thames,Kingston upon Thames,Richmond upon Thames,work,car,564,573,1000
4683,census_2341,census_2341,1,Kingston upon Thames,Richmond upon Thames,Kingston upon Thames,work,car,1128,1137,1000
4684,census_2342,census_2342,0,Bromley,Bromley,Southwark,work,pt,552,591,1000
4685,census_2342,census_2342,1,Bromley,Southwark,Bromley,work,pt,1064,1103,1000
4686,census_2343,census_2343,0,Newham,Newham,Camden,work,pt,573,594,1000
4687,census_2343,census_2343,1,Newham,Camden,Newham,work,pt,1186,1207,1000
4688,census_2344,census_2344,0,Barnet,Barnet,"Westminster,City of London",work,pt,439,466,1000
4689,census_2344,census_2344,1,Barnet,"Westminster,City of London",Barnet,work,pt,899,926,1000
4690,census_2345,census_2345,0,Barnet,Barnet,Camden,work,car,463,488,1000
4691,census_2345,census_2345,1,Barnet,Camden,Barnet,work,car,1006,1031,1000
4692,census_2346,census_2346,0,Hammersmith and Fulham,Hammersmith and Fulham,"Westminster,City of London",work,pt,440,449,1000
4693,census_2346,census_2346,1,Hammersmith and Fulham,"Westminster,City of London",Hammersmith and Fulham,work,pt,919,928,1000
4694,census_2347,census_2347,0,Hammersmith and Fulham,Hammersmith and Fulham,Hounslow,work,pt,571,602,1000
4695,census_2347,census_2347,1,Hammersmith and Fulham,Hounslow,Hammersmith and Fulham,work,pt,1112,1143,1000
4696,census_2348,census_2348,0,Barnet,Barnet,Barnet,work,pt,501,502,1000
4697,census_2348,census_2348,1,Barnet,Barnet,Barnet,work,pt,1118,1119,1000
4698,census_2349,census_2349,0,Southwark,Southwark,Islington,work,pt,564,571,1000
4699,census_2349,census_2349,1,Southwark,Islington,Southwark,work,pt,1034,1041,1000
4700,census_2350,census_2350,0,Havering,Havering,Barking and Dagenham,work,car,441,454,1000
4701,census_2350,census_2350,1,Havering,Barking and Dagenham,Havering,work,car,1007,1020,1000
4702,census_2351,census_2351,0,"Westminster,City of London","Westminster,City of London",Ealing,work,pt,529,560,1000
4703,census_2351,census_2351,1,"Westminster,City of London",Ealing,"Westminster,City of London",work,pt,1177,1208,1000
4704,census_2352,census_2352,0,Barking and Dagenham,Barking and Dagenham,Islington,work,pt,430,463,1000
4705,census_2352,census_2352,1,Barking and Dagenham,Islington,Barking and Dagenham,work,pt,1016,1049,1000
4706,census_2353,census_2353,0,Greenwich,Greenwich,Tower Hamlets,work,pt,511,522,1000
4707,census_2353,census_2353,1,Greenwich,Tower Hamlets,Greenwich,work,pt,1105,1116,1000
4708,census_2354,census_2354,0,Kensington and Chelsea,Kensington and Chelsea,Hackney,education,pt,441,462,1000
4709,census_2354,census_2354,1,Kensington and Chelsea,Hackney,Kensington and Chelsea,education,pt,988,1009,1000
4710,census_2355,census_2355,0,Southwark,Southwark,Southwark,work,pt,531,534,1000
4711,census_2355,census_2355,1,Southwark,Southwark,Southwark,work,pt,966,969,1000
4712,census_2356,census_2356,0,Newham,Newham,Camden,education,car,465,484,1000
4713,census_2356,census_2356,1,Newham,Camden,Newham,education,car,943,962,1000
4714,census_2357,census_2357,0,Croydon,Croydon,"Westminster,City of London",work,pt,433,460,1000
4715,census_2357,census_2357,1,Croydon,"Westminster,City of London",Croydon,work,pt,945,972,1000
4716,census_2358,census_2358,0,Bexley,Bexley,Camden,work,pt,443,488,1000
4717,census_2358,census_2358,1,Bexley,Camden,Bexley,work,pt,918,963,1000
4718,census_2359,census_2359,0,Merton,Merton,Ealing,education,pt,526,561,1000
4719,census_2359,census_2359,1,Merton,Ealing,Merton,education,pt,1163,1198,1000
4720,census_2360,census_2360,0,Wandsworth,Wandsworth,Wandsworth,work,car,494,497,1000
4721,census_2360,census_2360,1,Wandsworth,Wandsworth,Wandsworth,work,car,971,974,1000
4722,census_2361,census_2361,0,Hammersmith and Fulham,Hammersmith and Fulham,"Westminster,City of London",work,pt,511,526,1000
4723,census_2361,census_2361,1,Hammersmith and Fulham,"Westminster,City of London",Hammersmith and Fulham,work,pt,1047,1062,1000
4724,census_2362,census_2362,0,Hillingdon,Hillingdon,Hillingdon,work,pt,431,452,1000
4725,census_2362,census_2362,1,Hillingdon,Hillingdon,Hillingdon,work,pt,982,1003,1000
4726,census_2363,census_2363,0,Brent,Brent,Barnet,work,pt,458,465,1000
4727,census_2363,census_2363,1,Brent,Barnet,Brent,work,pt,995,1002,1000
4728,census_2364,census_2364,0,Brent,Brent,Brent,education,pt,426,427,1000
4729,census_2364,census_2364,1,Brent,Brent,Brent,education,pt,1015,1016,1000
4730,census_2365,census_2365,0,Islington,Islington,Camden,work,pt,421,422,1000
4731,census_2365,census_2365,1,Islington,Camden,Islington,work,pt,1005,1006,1000
4732,census_2366,census_2366,0,Haringey,Haringey,Camden,work,pt,470,481,1000
4733,census_2366,census_2366,1,Haringey,Camden,Haringey,work,pt,1011,1022,1000
4734,census_2367,census_2367,0,Haringey,Haringey,Camden,work,pt,505,514,1000
4735,census_2367,census_2367,1,Haringey,Camden,Haringey,work,pt,959,968,1000
4736,census_2368,census_2368,0,Havering,Havering,Barking and Dagenham,work,car,445,458,1000
4737,census_2368,census_2368,1,Havering,Barking and Dagenham,Havering,work,car,943,956,1000
4738,census_2369,census_2369,0,Bexley,Bexley,Bexley,work,car,537,544,1000
4739,census_2369,census_2369,1,Bexley,Bexley,Bexley,work,car,1119,1126,1000
4740,census_2370,census_2370,0,Newham,Newham,Newham,work,car,417,422,1000
4741,census_2370,census_2370,1,Newham,Newham,Newham,work,car,1000,1005,1000
4742,census_2371,census_2371,0,Wandsworth,Wandsworth,Merton,work,pt,475,494,1000
4743,census_2371,census_2371,1,Wandsworth,Merton,Wandsworth,work,pt,1041,1060,1000
4744,census_2372,census_2372,0,Wandsworth,Wandsworth,"Westminster,City of London",education,pt,432,443,1000
4745,census_2372,census_2372,1,Wandsworth,"Westminster,City of London",Wandsworth,education,pt,903,914,1000
4746,census_2373,census_2373,0,Redbridge,Redbridge,Tower Hamlets,work,pt,481,514,1000
4747,census_2373,census_2373,1,Redbridge,Tower Hamlets,Redbridge,work,pt,1055,1088,1000
4748,census_2374,census_2374,0,Bexley,Bexley,Greenwich,work,pt,505,522,1000
4749,census_2374,census_2374,1,Bexley,Greenwich,Bexley,work,pt,1071,1088,1000
4750,census_2375,census_2375,0,Lambeth,Lambeth,Wandsworth,work,pt,485,506,1000
4751,census_2375,census_2375,1,Lambeth,Wandsworth,Lambeth,work,pt,956,977,1000
4752,census_2376,census_2376,0,Lewisham,Lewisham,"Westminster,City of London",work,pt,564,581,1000
4753,census_2376,census_2376,1,Lewisham,"Westminster,City of London",Lewisham,work,pt,1041,1058,1000
4754,census_2377,census_2377,0,Bexley,Bexley,"Westminster,City of London",education,pt,421,464,1000
4755,census_2377,census_2377,1,Bexley,"Westminster,City of London",Bexley,education,pt,943,986,1000
4756,census_2378,census_2378,0,Tower Hamlets,Tower Hamlets,Tower Hamlets,education,pt,482,487,1000
4757,census_2378,census_2378,1,Tower Hamlets,Tower Hamlets,Tower Hamlets,education,pt,1109,1114,1000
4758,census_2379,census_2379,0,Hillingdon,Hillingdon,Hillingdon,work,pt,487,496,1000
4759,census_2379,census_2379,1,Hillingdon,Hillingdon,Hillingdon,work,pt,970,979,1000
4760,census_2380,census_2380,0,Redbridge,Redbridge,"Westminster,City of London",work,pt,442,483,1000
4761,census_2380,census_2380,1,Redbridge,"Westminster,City of London",Redbridge,work,pt,967,1008,1000
4762,census_2381,census_2381,0,Kingston upon Thames,Kingston upon Thames,Hounslow,education,pt,546,569,1000
4763,census_2381,census_2381,1,Kingston upon Thames,Hounslow,Kingston upon Thames,education,pt,1090,1113,1000
4764,census_2382,census_2382,0,Camden,Camden,Camden,education,pt,497,498,1000
4765,census_2382,census_2382,1,Camden,Camden,Camden,education,pt,1081,1082,1000
4766,census_2383,census_2383,0,Barking and Dagenham,Barking and Dagenham,Havering,work,pt,453,458,1000
4767,census_2383,census_2383,1,Barking and Dagenham,Havering,Barking and Dagenham,work,pt,1007,1012,1000
4768,census_2384,census_2384,0,Harrow,Harrow,Barnet,work,pt,442,469,1000
4769,census_2384,census_2384,1,Harrow,Barnet,Harrow,work,pt,951,978,1000
4770,census_2385,census_2385,0,Camden,Camden,Tower Hamlets,work,car,601,616,1000
4771,census_2385,census_2385,1,Camden,Tower Hamlets,Camden,work,car,1097,1112,1000
4772,census_2386,census_2386,0,Hillingdon,Hillingdon,Ealing,work,pt,413,440,1000
4773,census_2386,census_2386,1,Hillingdon,Ealing,Hillingdon,work,pt,1056,1083,1000
4774,census_2387,census_2387,0,Harrow,Harrow,Wandsworth,work,car,417,450,1000
4775,census_2387,census_2387,1,Harrow,Wandsworth,Harrow,work,car,919,952,1000
4776,census_2388,census_2388,0,Barnet,Barnet,Hammersmith and Fulham,work,pt,542,561,1000
4777,census_2388,census_2388,1,Barnet,Hammersmith and Fulham,Barnet,work,pt,1094,1113,1000
4778,census_2389,census_2389,0,Southwark,Southwark,Tower Hamlets,work,pt,592,603,1000
4779,census_2389,census_2389,1,Southwark,Tower Hamlets,Southwark,work,pt,1115,1126,1000
4780,census_2390,census_2390,0,Hillingdon,Hillingdon,Ealing,work,pt,422,425,1000
4781,census_2390,census_2390,1,Hillingdon,Ealing,Hillingdon,work,pt,938,941,1000
4782,census_2391,census_2391,0,Greenwich,Greenwich,"Westminster,City of London",work,pt,468,501,1000
4783,census_2391,census_2391,1,Greenwich,"Westminster,City of London",Greenwich,work,pt,1003,1036,1000
4784,census_2392,census_2392,0,Wandsworth,Wandsworth,Kensington and Chelsea,work,car,586,599,1000
4785,census_2392,census_2392,1,Wandsworth,Kensington and Chelsea,Wandsworth,work,car,1051,1064,1000
4786,census_2393,census_2393,0,Islington,Islington,Camden,work,pt,446,451,1000
4787,census_2393,census_2393,1,Islington,Camden,Islington,work,pt,1062,1067,1000
4788,census_2394,census_2394,0,Richmond upon Thames,Richmond upon Thames,Lambeth,education,pt,412,433,1000
4789,census_2394,census_2394,1,Richmond upon Thames,Lambeth,Richmond upon Thames,education,pt,978,999,1000
4790,census_2395,census_2395,0,Bromley,Bromley,Southwark,education,pt,430,455,1000
4791,census_2395,census_2395,1,Bromley,Southwark,Bromley,education,pt,968,993,1000
4792,census_2396,census_2396,0,Lewisham,Lewisham,"Westminster,City of London",work,car,524,535,1000
4793,census_2396,census_2396,1,Lewisham,"Westminster,City of London",Lewisham,work,car,1019,1030,1000
4794,census_2397,census_2397,0,Waltham Forest,Waltham Forest,Waltham Forest,education,pt,510,519,1000
4795,census_2397,census_2397,1,Waltham Forest,Waltham Forest,Waltham Forest,education,pt,970,979,1000
4796,census_2398,census_2398,0,Croydon,Croydon,"Westminster,City of London",work,car,478,499,1000
4797,census_2398,census_2398,1,Croydon,"Westminster,City of London",Croydon,work,car,1036,1057,1000
4798,census_2399,census_2399,0,Hackney,Hackney,Barking and Dagenham,work,pt,500,527,1000
4799,census_2399,census_2399,1,Hackney,Barking and Dagenham,Hackney,work,pt,957,984,1000
4800,census_2400,census_2400,0,Hackney,Hackney,Hackney,work,pt,507,514,1000
4801,census_2400,census_2400,1,Hackney,Hackney,Hackney,work,pt,978,985,1000
4802,census_2401,census_2401,0,Richmond upon Thames,Richmond upon Thames,Kingston upon Thames,education,pt,507,516,1000
4803,census_2401,census_2401,1,Richmond upon Thames,Kingston upon Thames,Richmond upon Thames,education,pt,1025,1034,1000
4804,census_2402,census_2402,0,Kensington and Chelsea,Kensington and Chelsea,"Westminster,City of London",education,car,533,540,1000
4805,census_2402,census_2402,1,Kensington and Chelsea,"Westminster,City of London",Kensington and Chelsea,education,car,1095,1102,1000
4806,census_2403,census_2403,0,Hillingdon,Hillingdon,Hillingdon,work,pt,537,554,1000
4807,census_2403,census_2403,1,Hillingdon,Hillingdon,Hillingdon,work,pt,1155,1172,1000
4808,census_2404,census_2404,0,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,pt,529,530,1000
4809,census_2404,census_2404,1,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,pt,1072,1073,1000
4810,census_2405,census_2405,0,Southwark,Southwark,Southwark,work,pt,546,555,1000
4811,census_2405,census_2405,1,Southwark,Southwark,Southwark,work,pt,1137,1146,1000
4812,census_2406,census_2406,0,Southwark,Southwark,Tower Hamlets,work,pt,430,435,1000
4813,census_2406,census_2406,1,Southwark,Tower Hamlets,Southwark,work,pt,1028,1033,1000
4814,census_2407,census_2407,0,Croydon,Croydon,Croydon,work,car,456,471,1000
4815,census_2407,census_2407,1,Croydon,Croydon,Croydon,work,car,904,919,1000
4816,census_2408,census_2408,0,Enfield,Enfield,Enfield,work,pt,504,507,1000
4817,census_2408,census_2408,1,Enfield,Enfield,Enfield,work,pt,1077,1080,1000
4818,census_2409,census_2409,0,Harrow,Harrow,Brent,work,car,462,479,1000
4819,census_2409,census_2409,1,Harrow,Brent,Harrow,work,car,901,918,1000
4820,census_2410,census_2410,0,Richmond upon Thames,Richmond upon Thames,Wandsworth,work,pt,431,452,1000
4821,census_2410,census_2410,1,Richmond upon Thames,Wandsworth,Richmond upon Thames,work,pt,900,921,1000
4822,census_2411,census_2411,0,Southwark,Southwark,"Westminster,City of London",work,car,491,494,1000
4823,census_2411,census_2411,1,Southwark,"Westminster,City of London",Southwark,work,car,1136,1139,1000
4824,census_2412,census_2412,0,Haringey,Haringey,Haringey,work,pt,535,536,1000
4825,census_2412,census_2412,1,Haringey,Haringey,Haringey,work,pt,1000,1001,1000
4826,census_2413,census_2413,0,Richmond upon Thames,Richmond upon Thames,"Westminster,City of London",work,pt,508,539,1000
4827,census_2413,census_2413,1,Richmond upon Thames,"Westminster,City of London",Richmond upon Thames,work,pt,1009,1040,1000
4828,census_2414,census_2414,0,Lewisham,Lewisham,Lewisham,work,pt,484,491,1000
4829,census_2414,census_2414,1,Lewisham,Lewisham,Lewisham,work,pt,1130,1137,1000
4830,census_2415,census_2415,0,Ealing,Ealing,Hammersmith and Fulham,work,pt,536,561,1000
4831,census_2415,census_2415,1,Ealing,Hammersmith and Fulham,Ealing,work,pt,1131,1156,1000
4832,census_2416,census_2416,0,Hammersmith and Fulham,Hammersmith and Fulham,Hillingdon,work,pt,457,496,1000
4833,census_2416,census_2416,1,Hammersmith and Fulham,Hillingdon,Hammersmith and Fulham,work,pt,988,1027,1000
4834,census_2417,census_2417,0,Sutton,Sutton,"Westminster,City of London",work,pt,411,438,1000
4835,census_2417,census_2417,1,Sutton,"Westminster,City of London",Sutton,work,pt,953,980,1000
4836,census_2418,census_2418,0,Richmond upon Thames,Richmond upon Thames,"Westminster,City of London",work,pt,492,511,1000
4837,census_2418,census_2418,1,Richmond upon Thames,"Westminster,City of London",Richmond upon Thames,work,pt,954,973,1000
4838,census_2419,census_2419,0,Lambeth,Lambeth,"Westminster,City of London",education,pt,502,513,1000
4839,census_2419,census_2419,1,Lambeth,"Westminster,City of London",Lambeth,education,pt,972,983,1000
4840,census_2420,census_2420,0,Lewisham,Lewisham,Lewisham,work,pt,543,548,1000
4841,census_2420,census_2420,1,Lewisham,Lewisham,Lewisham,work,pt,1145,1150,1000
4842,census_2421,census_2421,0,Sutton,Sutton,Wandsworth,education,pt,465,486,1000
4843,census_2421,census_2421,1,Sutton,Wandsworth,Sutton,education,pt,951,972,1000
4844,census_2422,census_2422,0,Kingston upon Thames,Kingston upon Thames,"Westminster,City of London",education,pt,502,537,1000
4845,census_2422,census_2422,1,Kingston upon Thames,"Westminster,City of London",Kingston upon Thames,education,pt,1070,1105,1000
4846,census_2423,census_2423,0,Croydon,Croydon,"Westminster,City of London",work,car,433,462,1000
4847,census_2423,census_2423,1,Croydon,"Westminster,City of London",Croydon,work,car,970,999,1000
4848,census_2424,census_2424,0,Lambeth,Lambeth,Tower Hamlets,work,car,478,493,1000
4849,census_2424,census_2424,1,Lambeth,Tower Hamlets,Lambeth,work,car,1103,1118,1000
4850,census_2425,census_2425,0,Islington,Islington,Redbridge,work,pt,463,486,1000
4851,census_2425,census_2425,1,Islington,Redbridge,Islington,work,pt,1051,1074,1000
4852,census_2426,census_2426,0,Islington,Islington,Islington,work,car,511,516,1000
4853,census_2426,census_2426,1,Islington,Islington,Islington,work,car,1065,1070,1000
4854,census_2427,census_2427,0,Camden,Camden,"Westminster,City of London",education,pt,594,597,1000
4855,census_2427,census_2427,1,Camden,"Westminster,City of London",Camden,education,pt,1154,1157,1000
4856,census_2428,census_2428,0,Redbridge,Redbridge,Redbridge,work,pt,470,473,1000
4857,census_2428,census_2428,1,Redbridge,Redbridge,Redbridge,work,pt,999,1002,1000
4858,census_2429,census_2429,0,Ealing,Ealing,Hounslow,work,pt,518,537,1000
4859,census_2429,census_2429,1,Ealing,Hounslow,Ealing,work,pt,1013,1032,1000
